6|M6|53||174|78|21|17|2|2|C|6|385|211
8|M8|46||164|88|21|15|1|5|C|8|372|239
2|M2|44||154|98|21|13|5|3||2|356|251
3|M3|38||136|116|21|12|2|7||3|323|288
9|M9|37||145|109|22|11|4|7||9|354|283
12|M12|33||137|117|22|11|0|11||12|341|303
11|M11|32||131|121|21|9|5|7||11|304|285
4|M4|24||125|127|21|6|6|9||4|295|303
5|M5|24||117|135|21|7|3|11||5|288|314
1|M1|22||123|129|21|6|4|11||1|308|303
10|M10|9||39|213|21|3|0|18|A|10|111|450
7|M7|3||69|183|21|1|0|20|A|7|192|399
